StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Age,Gender,Education,Race,Income,Health,Q184,Q185,Q183,CT2,CT1,0_5_95,0_95_5,0_50_50,0_90_10,0_10_90,0_85_15,0_15_85,0_20_80,0_80_20,0_25_75,0_75_25,0_30_70,0_70_30,0_35_65,0_65_35,0_40_60,0_60_40,0_45_55,0_55_45,0.5_5_95,0.5_95_5,0.5_50_50,0.5_10_90,0.5_90_10,0.5_15_85,0.5_85_15,0.5_20_80,0.5_80_20,0.5_25_75,0.5_75_25,0.5_30_70,0.5_70_30,0.5_35_65,0.5_65_35,0.5_40_60,0.5_60_40,0.5_45_55,0.5_55_45,n0.5_5_95,n0.5_95_5,n0.5_50_50,n0.5_10_90,n0.5_90_10,n0.5_15_85,n0.5_85_15,n0.5_20_80,n0.5_80_20,n0.5_25_75,n0.5_75_25,n0.5_30_70,n0.5_70_30,n0.5_35_65,n0.5_65_35,n0.5_40_60,n0.5_60_40,n0.5_45_55,n0.5_55_45,"5_5_95 ",5_95_5,5_50_50,5_10_90,5_90_10,5_15_85,5_85_15,5_20_80,5_80_20,5_25_75,5_75_25,5_30_70,5_70_30,5_35_65,5_65_35,5_40_60,5_60_40,5_45_55,5_55_45,n5_5_95,n5_95_5,n5_50_50,n5_10_90,n5_90_10,n5_15_85,n5_85_15,n5_20_80,n5_80_20,n5_25_75,n5_75_25,n5_30_70,n5_70_30,n5_35_65,n5_65_35,n5_40_60,n5_60_40,n5_45_55,n5_55_45,P1,P2,P3,P4,P5,P6,IN1,IN2,IN3,IN4,IN5,IN5_5_TEXT,IN6,IN7,IN7_6_TEXT,F1,F2,F3,F4,F4A,F4B,F4C,F4D,F4E,AVI1_1,AVI1_2,AVI1_3,AVI1_4,AVI1_5,AVI1_6,AVI2_1,AVI2_2,AVI2_3,AVI2_4,AVI2_5,AVI2_6,AVI3_1,AVI3_2,AVI3_3,AVI3_4,AVI3_5,AVI3_6,AVI5_1,AVI5_2,AVI5_3,AVI5_4,AVI5_5,AVI5_6,AVI6_1,AVI6_2,AVI6_3,AVI6_4,AVI6_5,AVI6_6,N1,N2,N3,N4,N5,N6,N7,N8_1,N8_2,N9,N10,N11,N12,N13,N14,GL1,GL2,GL3,GL4,GL5,GL6,GL7,GL8,GL9,GL10,SC0,opp,rid,RISN,V,Q_TotalDuration,collection,gc,term,score,age,ct1_not1,ct2_not2,LABottomIndex,GSTopIndex,LALow,Enter Embedded Data Field Name Here...,LAHigh,LAScore,InconsistentRange
2018-12-12 14:19:37,2018-12-12 14:48:28,0,73.155.148.66,100,1731,1,2018-12-12 14:48:29,R_2ZOcAqmSAHyFJwx,,,,,29.622802734375,-95.56780242919921875,anonymous,EN,2,2,14,2,4,1,3,3,5,4,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,,,,,,,,,4,1,4,2,,,,,,4,1,4,1,4,1,4,1,2,4,4,2,3,3,1,1,1,4,1,4,1,4,4,1,4,1,4,1,4,4,500,100,10,6,5,50,50,1,15,10,5,1,5,2,1,3,3,3,3,3,3,3,3,3,3,2,Qual1827-1205Skew,5c117b41-f982-4b2c-9181-8b6822707cd1,3551039,"H ",1731,new,1,,2,30-39,1,,0,1,0.5,,0.5,0.5,1
2018-12-12 14:33:13,2018-12-12 15:00:47,0,65.35.68.116,100,1654,1,2018-12-12 15:00:48,R_8dMlfEo86Tjs9lT,,,,,28.479400634765625,-82.50830078125,anonymous,EN,2,2,56,2,5,1,6,5,5,4,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,1,$500,4,1,,,,,5,2,4,1,,,,,,4,,4,,4,,4,2,2,3,3,2,1,2,2,1,1,3,2,2,2,3,3,1,4,4,4,2,5,5,400,10,10,6,5,20times,20 %,10,100,80%,5,2,1,100,2,1,1,1,1,1,1,1,1,4,1,6,Qual1827-1205Skew,5c117e92-4452-44bd-acb2-e28b00d64424,3551039,"H ",1654,new,1,,6,70-79,1,,0,1,0.5,,0.5,0.5,1
2018-12-13 15:22:35,2018-12-13 15:38:48,0,99.203.68.197,100,972,1,2018-12-13 15:38:49,R_PBQBsz1haKy9ctj,,,,,33.6053009033203125,-84.48130035400390625,anonymous,EN,2,2,21,1,5,1,12,5,5,4,7,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,5,4,5,4,5,4,3,,,,,,,,,6,6,6,2,,,,,,3,3,3,3,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,4,1000,10,0.001,5,6,a,50,3,3,20,5,1,10,5,2,6,5,6,5,6,5,6,5,5,4,3,Qual1827-1205Skew,5c12dba4-cb38-4a51-aea8-f94cf5d6da00,3551039,"H ",972,new,1,,3,40-49,,,0,1,0.5,,0.5,0.5,1
2018-12-13 15:28:16,2018-12-13 15:53:19,0,99.99.66.255,100,1502,1,2018-12-13 15:53:19,R_3nCTE4NL6sPF8k8,,,,,38.6284027099609375,-121.328704833984375,anonymous,EN,2,2,53,2,4,1,4,2,4,3,7,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,2,5,3,5,4,5,3,,,,,,,,,4,1,7,2,,,,,,3,1,2,1,4,1,1,1,1,4,2,3,2,3,1,1,1,5,1,5,1,5,2,1,4,1,4,1,4,4,50,10,10,6,5,2,2,10,100,1/5,5,1,9,16,1,5,5,4,4,5,4,6,6,5,5,6,Qual1827-1205Skew,5c12dcf6-0e60-497f-840c-f880628bb0c9,3551039,"H ",1502,new,1,,6,70-79,,1,0,1,0.5,,0.5,0.5,1
2018-12-13 15:46:57,2018-12-13 16:08:59,0,24.8.206.31,100,1322,1,2018-12-13 16:09:00,R_3MsqE9qrHMKgaGW,,,,,40.0596923828125,-105.068603515625,anonymous,EN,2,2,53,1,5,1,16,3,5,4,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,,,,,,,,,1,1,7,2,,,,,,2,1,3,3,3,3,4,1,3,3,2,4,2,2,2,1,1,4,1,4,1,4,3,3,4,2,4,1,4,3,500,10,1,6,5,2%,50%,10,100,80,1,1,1 in 10,100,3,4,3,3,3,4,4,4,3,3,4,6,Qual1827-1205Skew,5c12e15c-a410-4bd2-8eb6-b14123266d91,3551039,"H ",1322,new,1,,6,70-79,1,,0,1,0.5,,0.5,0.5,1
2018-12-13 15:27:57,2018-12-13 16:12:29,0,174.110.70.146,100,2671,1,2018-12-13 16:12:29,R_27BeckNTzlLUD9F,,,,,35.0019073486328125,-78.9364013671875,anonymous,EN,2,2,32,2,2,2,4,4,5,4,6,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,5,5,3,,,,,,,,,4,1,6,2,,,,,,4,3,3,2,4,2,2,2,2,3,2,3,2,3,2,3,1,4,2,4,2,4,2,1,4,2,4,2,4,4,579,1,10,6,5,2,2,10,100,20,0.5,1,I don't know,14,3,3,3,4,4,4,3,5,5,4,4,4,Qual1827-1205Skew,5c12dce5-37bd-421f-a549-8623c473b046,3551039,"H ",2671,new,1,,4,50-59,,,0,1,0.5,,0.5,0.5,1
2018-12-13 16:19:29,2018-12-13 16:29:40,0,71.212.17.25,100,609,1,2018-12-13 16:29:40,R_1rftee7bCAkoUb8,,,,,47.6150970458984375,-122.344696044921875,anonymous,EN,2,2,40,2,2,1,1,3,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,3,,,,,,,,,1,1,1,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,40,200,50,500,5,50,2,"Not likely ",2,3,1,1,1,1,1,1,1,1,1,1,4,Qual1827-1205Skew,5c12e8f8-6a72-4488-bacb-cbe29e736154,3551039,"H ",609,new,1,,4,50-59,,1,0,1,0.5,,0.5,0.5,1
2018-12-13 16:17:18,2018-12-13 16:32:40,0,184.182.12.84,100,921,1,2018-12-13 16:32:41,R_3KVAdVQJUqdr1oi,,,,,33.6082000732421875,-112.3240966796875,anonymous,EN,2,2,45,2,3,1,4,3,5,4,7,2,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,4,4,3,5,4,2,3,,,,,,,,,1,1,7,2,,,,,,4,2,3,5,4,3,2,3,2,1,3,4,2,3,2,3,1,4,2,3,2,4,3,2,3,2,3,2,3,3,500,100,1,6,5,2,1,10,100,20%,50,1,1,1,3,1,1,1,1,1,1,1,1,4,1,5,Qual1827-1205Skew,5c12e875-c8c4-4a93-905c-81822cc0d948,3551039,"H ",921,new,1,,5,60-69,,,0,1,0.5,,0.5,0.5,1
2018-12-13 16:19:28,2018-12-13 16:44:23,0,174.255.151.45,100,1495,1,2018-12-13 16:44:24,R_1HjY7Dijl6vyTdQ,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,2,2,15,2,2,1,1,3,4,4,7,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,,,,,,,,,4,4,4,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,3,4,1,6,4,3,2,1,1,20,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,Qual1827-1205Skew,5c12e8f4-dc4f-4b67-a51b-6636205dfad5,3551039,"H ",1495,new,1,,2,30-39,,,0,1,0.5,,0.5,0.5,1
2018-12-13 16:24:19,2018-12-13 16:47:19,0,162.217.40.101,100,1379,1,2018-12-13 16:47:19,R_12avnGZN26cRu7g,,,,,29.7404022216796875,-95.8303985595703125,anonymous,EN,2,2,19,2,4,3,11,4,5,4,7,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,3,3,2,2,4,3,3,,,,,,,,,3,2,3,2,,,,,,1,2,2,3,3,3,3,2,2,3,2,2,2,3,3,2,2,3,2,3,2,3,3,2,3,2,4,2,4,3,2,1,10,4,4,1,1,10,1,Dontknow,1,2,9,2,3,2,2,2,2,1,1,2,2,4,3,2,Qual1827-1205Skew,5c12ea1c-acd7-4f88-908d-ef6d9243d1cd,3551039,"H ",1379,new,1,,2,30-39,,,0,1,0.5,,0.5,0.5,1
2018-12-13 16:21:31,2018-12-13 16:47:44,0,70.162.126.201,100,1572,1,2018-12-13 16:47:45,R_2PsPR2pFUJtoWkr,,,,,33.6324005126953125,-112.1118011474609375,anonymous,EN,2,2,14,2,4,7,5,5,4,3,7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,5,5,5,5,5,5,3,,,,,,,,,7,7,7,2,,,,,,5,2,5,5,5,2,1,1,1,5,2,4,5,5,2,2,1,5,1,5,2,4,1,1,5,1,5,1,5,5,1000,100,100,6,5,2,2,1,10,20,1,1,9,5,1,6,6,6,6,6,6,6,6,5,5,2,Qual1827-1205Skew,5c12e962-4ac7-4ccd-88b9-1e6718a4676b,3551039,"H ",1572,new,1,,2,30-39,,,0,1,0.5,,0.5,0.5,1
2018-12-13 16:25:10,2018-12-13 16:48:46,0,199.66.168.47,100,1415,1,2018-12-13 16:48:47,R_3IQyPC4vDQxsNCB,,,,,32.7559051513671875,-111.67099761962890625,anonymous,EN,2,2,39,2,3,1,2,3,5,4,7,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,4,4,4,4,1,1,100,4,1,,,,,4,1,7,1,,,,,,4,2,2,2,4,2,1,1,2,4,1,3,2,2,2,2,2,4,1,4,2,4,1,1,4,2,4,2,4,3,500,25,10,6,5,2,200,10,100,25,100,1,10,7,2,3,3,4,4,4,3,4,5,3,4,4,Qual1827-1205Skew,5c12ea4f-1e49-4626-a271-803a39cf313c,3551039,"H ",1415,new,1,,4,50-59,,1,0,1,0.5,,0.5,0.5,1
2018-12-13 16:24:57,2018-12-13 16:54:00,0,174.240.132.233,100,1743,1,2018-12-13 16:54:01,R_AizNfLvIK0UVns5,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,2,2,46,2,2,1,3,4,4,3,6,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,4,4,5,5,5,3,,,,,,,,,3,2,6,2,,,,,,4,2,3,2,4,2,5,2,3,4,3,4,2,3,4,2,2,4,1,5,3,4,4,2,4,2,4,2,4,4,500,1,1,6,5,2 in ten years,2 in 100 in ten years,10,100,20%,5,1,10% chance,64,3,3,3,4,3,4,4,4,4,5,4,5,Qual1827-1205Skew,5c12ea43-11cc-4e9a-acc2-ccdba788c221,3551039,"H ",1743,new,1,,5,60-69,,,0,1,0.5,,0.5,0.5,1
2018-12-13 16:25:21,2018-12-13 16:54:17,0,24.191.22.165,100,1735,1,2018-12-13 16:54:18,R_2YfFa99PkV88e6J,,,,,41.560302734375,-73.7938995361328125,anonymous,EN,2,2,59,1,6,1,4,3,5,4,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,4,3,4,2,4,2,1,5,"100,000",4,2,,2,4,,1,1,6,1,,,,,,2,3,2,4,2,4,2,4,2,4,2,4,2,4,4,2,1,4,2,4,2,4,2,2,3,2,3,2,3,3,500,10,0.10,6,5,2%,1 in 50,10,100,80,5,1,9 %,64,3,5,5,5,5,5,5,4,4,4,4,6,Qual1827-1205Skew,5c12ea59-4cbc-4f56-876e-428f22a79038,3551039,"H ",1735,new,1,,6,70-79,1,,0,1,0.5,,0.5,0.5,1
2018-12-13 16:40:37,2018-12-13 16:54:52,0,68.58.211.214,100,854,1,2018-12-13 16:54:52,R_1Fb8XGVS0ZNONN7,,,,,42.4980926513671875,-83.20580291748046875,anonymous,EN,2,2,53,2,4,1,8,4,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,2,1000,4,1,,2,4,,4,4,4,2,,,,,,3,3,3,3,3,3,2,2,2,4,4,4,3,3,3,3,3,3,1,4,2,3,3,2,4,2,3,2,3,3,500,10,0.01,5,6,1,1,10,1,20,20,1,1,16,1,4,4,4,4,4,5,4,4,5,5,6,Qual1827-1205Skew,5c12edef-2480-4a84-a210-94732dc97f16,3551039,"H ",854,new,1,,6,70-79,,1,0,1,0.5,,0.5,0.5,1
2018-12-18 13:28:24,2018-12-18 13:45:06,0,67.128.243.130,100,1001,1,2018-12-18 13:45:06,R_6sWIUHOt2FvGUJr,,,,,39.0619049072265625,-96.78730010986328125,anonymous,EN,2,2,5,2,3,2,4,4,5,4,7,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,4,5,5,4,5,3,1,5,200,1,3,,,,,6,6,6,2,,,,,,3,4,2,5,4,3,,,,,,,1,2,3,5,1,2,1,4,2,3,2,1,3,2,4,2,3,3,1,1000,1,6,5,2 in 20,2 in 200,10,100,80 of 100,10000,1,9 in 10,10,1,4,4,3,4,3,4,4,3,3,2,1,Qual1827-1205Skew,5c195863-2c9e-4178-9d8e-9e4779fd6b62,3551039,"H ",1001,new,1,,1,21-29,,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:29:47,2018-12-18 13:47:13,0,76.119.131.199,100,1046,1,2018-12-18 13:47:14,R_3oA3uqZJcO38k9t,,,,,41.7471923828125,-72.61029815673828125,anonymous,EN,2,2,58,2,2,1,7,4,5,4,7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,5,5,4,4,1,1,150000,1,2,,,,,7,1,7,2,,,,,,5,1,5,2,5,2,3,1,4,4,3,3,2,1,1,1,1,4,1,4,1,4,4,1,5,1,5,1,5,4,25,2,100,6,5,2%,1%,10,100,80,100,1,9,12,1,1,1,1,1,1,1,1,1,4,1,6,Qual1827-1205Skew,5c1958b5-ce3c-4891-a413-919388d7a1d8,3551039,"H ",1046,new,1,,6,70-79,,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:33:23,2018-12-18 13:49:42,0,97.75.135.76,100,978,1,2018-12-18 13:49:43,R_z2VpKwEbRyj3XMZ,,,,,35.8488006591796875,-79.8018035888671875,anonymous,EN,2,2,46,2,3,7,2,4,4,4,6,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,5,2,4,4,3,,,,,,,,,4,1,7,2,,,,,,2,1,2,2,3,1,1,2,1,3,1,4,1,2,3,2,1,4,1,4,1,4,2,2,4,1,3,1,3,4,500,1,5,6,5,22,2,10,100,20,10,1,1,64,2,3,1,3,2,3,2,1,2,3,2,5,Qual1827-1205Skew,5c19598b-e156-4c38-b9de-1efa47a20957,3551039,"H ",978,new,1,,5,60-69,,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:35:08,2018-12-18 13:50:58,0,24.192.88.31,100,949,1,2018-12-18 13:50:59,R_3aU4bNDsQZl0ZUJ,,,,,39.9647979736328125,-83.12599945068359375,anonymous,EN,2,2,37,2,2,1,7,3,5,4,7,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,4,5,3,,,,,,,,,2,2,7,2,,,,,,1,1,1,1,1,1,1,1,1,1,3,1,3,4,4,3,4,4,1,4,1,3,2,2,4,1,4,1,4,1,30,100,1,6,5,1,1,20,100,20 %,2,2,dont know,3,2,1,1,1,1,3,3,4,3,2,3,4,Qual1827-1205Skew,5c1959f6-2ddc-4158-ab4f-d52e23d982d5,3551039,"H ",949,new,1,,4,50-59,,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:29:19,2018-12-18 13:51:55,0,73.91.2.136,100,1356,1,2018-12-18 13:51:56,R_2ANHuVTSISjS9R1,,,,,27.0933074951171875,-82.449798583984375,anonymous,EN,2,2,51,2,4,1,11,4,5,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,1,1,2,4,3,2,5,4,3,1,2 or 3,$2500,4,1,,,,,4,2,6,2,,,,,,2,3,2,2,4,2,1,4,2,3,1,3,2,4,4,3,2,4,1,4,1,4,1,4,3,2,2,1,4,4,500,10,0.1,6,5,2%,1 in 50,10,100,80%,5,1,50%64,64,1,4,4,4,4,5,3,4,4,4,4,6,Qual1827-1205Skew,5c195899-9f3c-49d3-933d-b2eeead31809,3551039,"H ",1356,new,1,,6,70-79,,1,0,1,0.5,,0.5,0.5,1
2018-12-18 13:39:24,2018-12-18 13:52:28,0,38.98.224.98,100,783,1,2018-12-18 13:52:28,R_3fGKLuTi92R7SSq,,,,,40.0337982177734375,-75.17310333251953125,anonymous,EN,2,2,11,2,5,1,8,5,4,4,6,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,4,1,4,4,4,4,3,,,,,,,,,1,1,1,2,,,,,,3,1,1,3,5,1,3,3,3,3,3,3,4,3,3,1,3,3,2,3,4,3,3,4,3,3,3,3,3,3,500,10,1,6,5,10,100,10,100,20%,5,1,10,14,2,1,1,3,1,4,2,2,2,3,2,2,Qual1827-1205Skew,5c195ae3-558f-48aa-9847-6134a4f429ef,3551039,"H ",783,new,1,,2,30-39,,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:28:54,2018-12-18 13:55:24,0,68.193.175.147,100,1589,1,2018-12-18 13:55:24,R_1MQwv5nw1T5oLT7,,,,,40.869293212890625,-74.1710968017578125,anonymous,EN,2,2,53,2,4,1,3,4,4,3,7,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,4,2,5,5,4,3,3,,,,,,,,,4,3,7,2,,,,,,2,3,2,2,3,2,1,3,2,3,3,4,2,3,3,3,2,4,2,3,2,3,2,2,4,2,3,3,3,3,500,1,1,6,5,2,2,10,100,80,1,1,1,64,3,1,1,1,1,1,1,5,2,4,1,6,Qual1827-1205Skew,5c195881-3fbd-4825-8cb8-d46e396bd701,3551039,"H ",1589,new,1,,6,70-79,,,0,1,0.5,,0.5,0.5,1
